"case_id,docket_id,issues_id,vote_id,date_decision,decision_type,us_citation,court_citation,led_citation,lexis_citation,term,court,chief_justice,docket,case_name,date_argument,date_reargument,petitioner,petitioner_state,respondent"
"1946-042,1946-042-01,1946-042-01-01,1946-042-01-01-01,3/2/1947,1,329 U.S. 591,67 S. Ct. 540,91 L. Ed. 527,1947 U.S. LEXIS 2901,1946,1301,Vinson,97,""KRUG, SECRETARY OF THE INTERIOR, ET AL. v. SANTA FE PACIFIC RAILROAD CO."",6/1/1947,,326,,231"
"1946-043,1946-043-01,1946-043-01-01,1946-043-01-01-01,3/2/1947,1,329 U.S. 599,67 S. Ct. 606,91 L. Ed. 532,1947 U.S. LEXIS 2861,1946,1301,Vinson,148,ALBRECHT ET AL. v. UNITED STATES,8/1/1947,,195,,27"
"1946-044,1946-044-01,1946-044-01-01,1946-044-01-01-01,3/2/1947,1,329 U.S. 607,67 S. Ct. 583,91 L. Ed. 547,1947 U.S. LEXIS 2894,1946,1301,Vinson,690,INSURANCE GROUP COMMITTEE ET AL. v. DENVER & RIO GRANDE WESTERN RAILROAD CO. ET AL.,6/1/1947,,135,,138"
"1946-045,1946-045-01,1946-045-01-01,1946-045-01-01-01,3/2/1947,1,329 U.S. 637,67 S. Ct. 610,91 L. Ed. 563,1947 U.S. LEXIS 3022,1946,1301,Vinson,208,TRANSPARENT-WRAP MACHINE CORP. v. STOKES & SMITH CO.,7/1/1947,,172,,177"
"1946-046,1946-046-01,1946-046-01-01,1946-046-01-01-01,3/2/1947,1,329 U.S. 649,67 S. Ct. 598,91 L. Ed. 572,1947 U.S. LEXIS 2694,1946,1301,Vinson,320,ELLIS v. UNION PACIFIC RAILROAD CO.,1/16/1947,,145,,231"
"1946-047,1946-047-01,1946-047-01-01,1946-047-01-01-01,3/2/1947,1,329 U.S. 654,67 S. Ct. 601,91 L. Ed. 577,1947 U.S. LEXIS 2862,1946,1301,Vinson,94,""UNITED STATES v. N. Y. RAYON IMPORTING CO., INC. (#2) ET AL."",8/1/1947,,27,,234"
"1946-048,1946-048-01,1946-048-01-01,1946-048-01-01-01,3/2/1947,6,329 U.S. 663,67 S. Ct. 596,91 L. Ed. 584,1947 U.S. LEXIS 2695,1946,1301,Vinson,140,De MEERLEER v. MICHIGAN,6/1/1947,,100,,28"
"1946-049,1946-049-01,1946-049-01-01,1946-049-01-01-01,10/2/1947,1,330 U.S. 1,67 S. Ct. 504,91 L. Ed. 711,1947 U.S. LEXIS 2959,1946,1301,Vinson,52,EVERSON v. BOARD OF EDUCATION OF THE TOWNSHIP OF EWING ET AL.,11/20/1946,,25,35,21"
"1946-050,1946-050-01,1946-050-01-01,1946-050-01-01-01,10/2/1947,1,330 U.S. 75,67 S. Ct. 556,91 L. Ed. 754,1947 U.S. LEXIS 2960,1946,1301,Vinson,20,UNITED PUBLIC WORKERS OF AMERICA (C. I. O.) ET AL. v. MITCHELL ET AL.,3/12/1945,10/17/1946,8,60,320"
"1946-051,1946-051-01,1946-051-01-01,1946-051-01-01-01,10/2/1947,1,330 U.S. 127,67 S. Ct. 544,91 L. Ed. 794,1947 U.S. LEXIS 2860,1946,1301,Vinson,84,OKLAHOMA v. UNITED STATES CIVIL SERVICE COMMISSION,10/17/1946,,28,42,320"
"1946-052,1946-052-01,1946-052-01-01,1946-052-01-01-01,2/17/1947,1,330 U.S. 158,67 S. Ct. 644,91 L. Ed. 816,1947 U.S. LEXIS 2958,1946,1301,Vinson,335,""WALLING, WAGE AND HOUR ADMINISTRATOR, v. NASHVILLE, CHATTANOOGA & ST. LOUIS RAILWAY"",1/17/1947,,371,,151"
"1946-053,1946-053-01,1946-053-01-01,1946-053-01-01-01,2/17/1947,1,330 U.S. 160,67 S. Ct. 645,91 L. Ed. 818,1947 U.S. LEXIS 2647,1946,1301,Vinson,190,BOZZA v. UNITED STATES,7/1/1947,,100,,27"
"1946-054,1946-054-01,1946-054-01-01,1946-054-01-01-01,2/17/1947,1,330 U.S. 169,67 S. Ct. 650,91 L. Ed. 823,1947 U.S. LEXIS 2648,1946,1301,Vinson,141,CONFEDERATED BANDS OF UTE INDIANS v. UNITED STATES,1/14/1947,,170,,27"
"1946-055,1946-055-01,1946-055-01-01,1946-055-01-01-01,2/17/1947,1,330 U.S. 183,67 S. Ct. 657,91 L. Ed. 832,1947 U.S. LEXIS 2649,1946,1301,Vinson,31,ANGEL v. BULLINGTON,5/3/1946,11/18/1946,123,,233"
"1946-056,1946-056-01,1946-056-01-01,1946-056-01-01-01,3/3/1947,1,330 U.S. 212,67 S. Ct. 752,91 L. Ed. 849,1947 U.S. LEXIS 2582,1946,1301,Vinson,184,CONE v. WEST VIRGINIA PULP & PAPER CO.,3/2/1947,,195,,243"
"1946-057,1946-057-01,1946-057-01-01,1946-057-01-01-01,3/3/1947,1,330 U.S. 219,67 S. Ct. 756,91 L. Ed. 854,1947 U.S. LEXIS 2955,1946,1301,Vinson,38,NATIONAL LABOR RELATIONS BOARD v. DONNELLY GARMENT CO. ET AL.,10/16/1946,,382,,151"
"1946-058,1946-058-01,1946-058-01-01,1946-058-01-01-01,3/3/1947,1,330 U.S. 238,67 S. Ct. 742,91 L. Ed. 868,1947 U.S. LEXIS 2893,1946,1301,Vinson,56,""UNITED STATES v. POWELL ET AL., RECEIVERS"",1/13/1947,,27,,231"
"1946-059,1946-059-01,1946-059-01-01,1946-059-01-01-01,3/3/1947,1,330 U.S. 248,67 S. Ct. 747,91 L. Ed. 876,1947 U.S. LEXIS 2859,1946,1301,Vinson,400,NORTHERN PACIFIC RAILWAY CO. v. UNITED STATES,1/13/1947,,231,,27"
"1946-060,1946-060-01,1946-060-01-01,1946-060-01-01-01,6/3/1947,1,330 U.S. 258,67 S. Ct. 677,91 L. Ed. 884,1947 U.S. LEXIS 2954,1946,1301,Vinson,759,UNITED STATES v. UNITED MINE WORKERS OF AMERICA,1/14/1947,,27,,249"
"1946-061,1946-061-01,1946-061-01-01,1946-061-01-01-01,10/3/1947,1,330 U.S. 386,67 S. Ct. 810,91 L. Ed. 967,1947 U.S. LEXIS 2950,1946,1301,Vinson,431,TESTA ET AL. v. KATT,2/14/1947,,123,,125"
"1946-062,1946-062-01,1946-062-01-01,1946-062-01-01-01,10/3/1947,1,330 U.S. 395,67 S. Ct. 775,91 L. Ed. 973,1947 U.S. LEXIS 2951,1946,1301,Vinson,6,UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA v. UNITED STATES,8/3/1945,10/15/1946,249,,27"
"1946-063,1946-063-01,1946-063-01-01,1946-063-01-01-01,10/3/1947,1,330 U.S. 422,67 S. Ct. 815,91 L. Ed. 993,1947 U.S. LEXIS 2872,1946,1301,Vinson,29,""JOSEPH, COMPTROLLER, et al. v. CARTER & WEEKES STEVEDORING CO."",1/3/1946,12/11/1946,19,37,25"
"1946-064,1946-064-01,1946-064-01-01,1946-064-01-01-01,10/3/1947,1,330 U.S. 446,67 S. Ct. 847,91 L. Ed. 1011,1947 U.S. LEXIS 2873,1946,1301,Vinson,69,""AMERICAN STEVEDORES, INC. v. PORELLO ET AL."",11/12/1946,,116,,145"
"1946-065,1946-065-01,1946-065-01-01,1946-065-01-01-01,10/3/1947,1,330 U.S. 464,67 S. Ct. 798,91 L. Ed. 1024,1947 U.S. LEXIS 2550,1946,1301,Vinson,432,AETNA CASUALTY & SURETY CO. ET AL. v. FLOWERS,2/13/1947,,171,,145"
"1946-066,1946-066-01,1946-066-01-01,1946-066-01-01-01,10/3/1947,1,330 U.S. 469,67 S. Ct. 801,91 L. Ed. 1028,1947 U.S. LEXIS 2874,1946,1301,Vinson,265,""CARDILLO, DEPUTY COMMISSIONER, UNITED STATES EMPLOYEES' COMPENSATION COMMISSION, v. LIBERTY MUTUAL INSURANCE CO. ET AL."",10/1/1947,,331,,171"
"1946-067,1946-067-01,1946-067-01-01,1946-067-01-01-01,10/3/1947,1,330 U.S. 485,67 S. Ct. 789,91 L. Ed. 1040,1947 U.S. LEXIS 2854,1946,1301,Vinson,658,PACKARD MOTOR CAR CO. v. NATIONAL LABOR RELATIONS BOARD,9/1/1947,,189,,382"
"1946-068,1946-068-01,1946-068-01-01,1946-068-01-01-01,10/3/1947,1,330 U.S. 501,67 S. Ct. 839,91 L. Ed. 1055,1947 U.S. LEXIS 2551,1946,1301,Vinson,93,""GULF OIL CORP. v. GILBERT, DOING BUSINESS AS GILBERT STORAGE & TRANSFER CO."",12/18/1946,,198,,122"
"1946-069,1946-069-01,1946-069-01-01,1946-069-01-01-01,10/3/1947,1,330 U.S. 518,67 S. Ct. 828,91 L. Ed. 1067,1947 U.S. LEXIS 2552,1946,1301,Vinson,206,KOSTER v. (AMERICAN) LUMBERMENS MUTUAL CASUALTY CO.,12/19/1946,,237,,171"
"1946-070,1946-070-01,1946-070-01-01,1946-070-01-01-01,3/17/1947,1,330 U.S. 539,67 S. Ct. 891,91 L. Ed. 1082,1947 U.S. LEXIS 2526,1946,1301,Vinson,417,""UNITED STATES DEPARTMENT OF AGRICULTURE, EMERGENCY CROP AND FEED LOANS v. REMUND, ADMINISTRATOR"",5/2/1947,,304,,102"
"1946-071,1946-071-01,1946-071-01-01,1946-071-01-01-01,3/31/1947,1,330 U.S. 545,67 S. Ct. 883,91 L. Ed. 1088,1947 U.S. LEXIS 2944,1946,1301,Vinson,564,""WALLING, WAGE AND HOUR ADMINISTRATOR, v. GENERAL INDUSTRIES CO."",10/2/1947,,371,,151"
"1946-072,1946-072-01,1946-072-01-01,1946-072-01-01-01,3/31/1947,1,330 U.S. 552,67 S. Ct. 910,91 L. Ed. 1093,1947 U.S. LEXIS 2870,1946,1301,Vinson,291,KOTCH ET AL. v. BOARD OF RIVER PORT PILOT COMMISSIONERS FOR THE PORT OF NEW ORLEANS ET AL.,5/2/1947,,177,,4"
"1946-073,1946-073-01,1946-073-01-01,1946-073-01-01-01,3/31/1947,1,330 U.S. 567,67 S. Ct. 894,91 L. Ed. 1102,1947 U.S. LEXIS 2871,1946,1301,Vinson,72,""INTERSTATE COMMERCE COMMISSION v. MECHLING, DOING BUSINESS AS A. L. MECHLING BARGE LINE, ET AL."",12/2/1947,,366,,116"
"1946-074,1946-074-01,1946-074-01-01,1946-074-01-01-01,3/31/1947,1,330 U.S. 585,67 S. Ct. 918,91 L. Ed. 1117,1947 U.S. LEXIS 2471,1946,1301,Vinson,453,PENFIELD COMPANY OF CALIFORNIA ET AL. v. SECURITIES & EXCHANGE COMMISSION,1/16/1947,,185,,405"
"1946-075,1946-075-01,1946-075-01-01,1946-075-01-01-01,3/31/1947,1,330 U.S. 610,67 S. Ct. 903,91 L. Ed. 1133,1947 U.S. LEXIS 2472,1946,1301,Vinson,384,NEW YORK EX REL. HALVEY v. HALVEY,5/2/1947,,253,,168"
"1946-076,1946-076-01,1946-076-01-01,1946-076-01-01-01,3/31/1947,1,330 U.S. 622,67 S. Ct. 886,91 L. Ed. 1140,1947 U.S. LEXIS 2473,1946,1301,Vinson,270,INDUSTRIAL COMMISSION OF WISCONSIN ET AL. v. McCARTIN ET AL.,1/17/1947,,4,58,151"
"1946-077,1946-077-01,1946-077-01-01,1946-077-01-01-01,3/31/1947,1,330 U.S. 631,67 S. Ct. 874,91 L. Ed. 1145,1947 U.S. LEXIS 2474,1946,1301,Vinson,49,HAUPT v. UNITED STATES,11/21/1946,,100,,27"
"1946-078,1946-078-01,1946-078-01-01,1946-078-01-01-01,3/31/1947,1,330 U.S. 649,67 S. Ct. 931,91 L. Ed. 1158,1947 U.S. LEXIS 2853,1946,1301,Vinson,22,LEVINSON v. SPECTOR MOTOR SERVICE,11/12/1945,10/21/1946,145,,151"
"1946-079,1946-079-01,1946-079-01-01,1946-079-01-01-01,3/31/1947,1,330 U.S. 695,67 S. Ct. 954,91 L. Ed. 1184,1947 U.S. LEXIS 2892,1946,1301,Vinson,41,PYRAMID MOTOR FREIGHT CORP. v. ISPASS ET AL.,10/22/1946,,245,,145"
"1946-080,1946-080-01,1946-080-01-01,1946-080-01-01-01,7/4/1947,1,330 U.S. 709,67 S. Ct. 997,91 L. Ed. 1192,1947 U.S. LEXIS 2438,1946,1301,Vinson,430,""UNITED STATES v. OGILVIE HARDWARE CO., INC."",5/3/1947,,27,,240"
"1946-081,1946-081-01,1946-081-01-01,1946-081-01-01-01,7/4/1947,1,330 U.S. 724,67 S. Ct. 1004,91 L. Ed. 1204,1947 U.S. LEXIS 2439,1946,1301,Vinson,585,UNITED STATES v. LEM HOY,3/14/1947,,27,,100"
"1946-082,1946-082-01,1946-082-01-01,1946-082-01-01-01,7/4/1947,1,330 U.S. 731,67 S. Ct. 1009,91 L. Ed. 1209,1947 U.S. LEXIS 2868,1946,1301,Vinson,207,""LAND, CHAIRMAN, UNITED STATES MARITIME COMMISSION, ET AL. v. DOLLAR ET AL."",11/2/1947,,349,,237"
"1946-083,1946-083-01,1946-083-01-01,1946-083-01-01-01,7/4/1947,1,330 U.S. 743,67 S. Ct. 1015,91 L. Ed. 1219,1947 U.S. LEXIS 2440,1946,1301,Vinson,27,""BRUCE'S JUICES, INC. v. AMERICAN CAN CO."",1/29/1946,11/14/1946,158,,184"
"1946-084,1946-084-01,1946-084-01-01,1946-084-01-01-01,7/4/1947,1,330 U.S. 767,67 S. Ct. 1026,91 L. Ed. 1234,1947 U.S. LEXIS 2943,1946,1301,Vinson,55,BETHLEHEM STEEL CO. ET AL. v. NEW YORK STATE LABOR RELATIONS BOARD,12/14/1946,,151,,4"
"1946-085,1946-085-01,1946-085-01-01,1946-085-01-01-01,4/14/1947,1,331 U.S. 1,67 S. Ct. 1047,91 L. Ed. 1301,1947 U.S. LEXIS 3021,1946,1301,Vinson,68,CRANE v. COMMISSIONER OF INTERNAL REVENUE,11/12/1946,,240,,369"
"1946-086,1946-086-01,1946-086-01-01,1946-086-01-01-01,4/14/1947,1,331 U.S. 17,67 S. Ct. 1056,91 L. Ed. 1312,1947 U.S. LEXIS 2941,1946,1301,Vinson,74,""WALLING, WAGE AND HOUR ADMINISTRATOR, v. HALLIBURTON OIL WELL CEMENTING CO."",7/2/1947,,371,,151"
"1946-087,1946-087-01,1946-087-01-01,1946-087-01-01-01,4/14/1947,1,331 U.S. 28,67 S. Ct. 1041,91 L. Ed. 1320,1947 U.S. LEXIS 2852,1946,1301,Vinson,371,UNITED STATES NATIONAL BANK ET AL. v. CHASE NATIONAL BANK ET AL.,7/2/1947,,135,,135"
"1946-088,1946-088-01,1946-088-01-01,1946-088-01-01-01,4/14/1947,1,331 U.S. 40,67 S. Ct. 982,91 L. Ed. 1328,1947 U.S. LEXIS 2942,1946,1301,Vinson,85,TRAILMOBILE COMPANY ET AL. v. WHIRLS,12/19/1946,,151,,250"
"1946-089,1946-089-01,1946-089-01-01,1946-089-01-01-01,4/14/1947,1,331 U.S. 70,67 S. Ct. 1062,91 L. Ed. 1346,1947 U.S. LEXIS 2880,1946,1301,Vinson,83,""INDEPENDENT WAREHOUSES, INC. ET AL. v. SCHEELE, RECORDER OF THE TOWNSHIP OF SADDLE RIVER, ET AL."",12/16/1946,,122,,3"
